,Country,Company Name,Summary,Founded,Industry,Sector,Headquarters,Notes
7844,Rwanda,I&M Bank Rwanda Limited,"I&M Bank Rwanda Plc., is a commercial bank in Rwanda that is licensed by the National Bank of Rwanda. It is the second largest bank in Rwanda.",1963,Financials,Banks,Kigali,Commercial bank
7845,Rwanda,KCB Bank Rwanda Limited,"KCB Bank Kenya Limited is a financial services provider headquartered in Nairobi, Kenya. It is licensed as a commercial bank, by the Central Bank of Kenya, the national banking regulator.",2008,Financials,Banks,Kigali,Commercial bank
7846,Rwanda,National Bank of Rwanda,"The National Bank of Rwanda (Kinyarwanda: Banki Nkuru Y'u Rwanda, French: Banque Nationale du Rwanda) is the central bank of Rwanda.  The bank was founded in 1964.",1964,Financials,Banks,Kigali,Central bank
7847,Rwanda,National Post Office,"A post office is a public facility that provides mail services, including accepting of letters and parcels, providing post office boxes, and selling postage stamps, packaging, and stationery. Post offices may also offer additional services, which vary by country.",1922[1],Industrials,Delivery services,Kigali,Postal services
7848,Rwanda,Rwanda Development Bank,"Development Bank of Rwanda, commonly referred to by its French name Banque Rwandaise de Développement (BRD), is a development bank in Rwanda. It is one of the banks licensed by the National Bank of Rwanda, the national banking regulator.",1967,Financials,Banks,Kigali,Development bank
7849,Rwanda,Rwanda Stock Exchange,The Rwanda Stock Exchange Limited was incorporated on 7 October 2005 with the objective of carrying out stock market operations. The Stock Exchange was demutualized from the start as it was registered as a company limited by shares.,2011,Financials,Investment services,Kigali,Exchange
7850,Rwanda,RwandAir,"Rwanda is a landlocked country in the Great Rift Valley where the African Great Lakes region and East Africa converge.  One of the smallest countries on the African mainland, its capital city is Kigali.",2002,Consumer services,Airlines,Kigali,Flag carrier airline
7851,Rwanda,Rwandatel,"Rwandatel was a telephony company with its headquarters in Kigali, Rwanda.


== History ==
Rwandatel was founded in 1993 as a government parastatal to provide telephone and internet services, including local telephony and long-distance service.",1993,Telecommunications,Fixed line telecommunications,Kigali,Defunct 2011
7852,Rwanda,Silverback Cargo Freighters,"Silverback Cargo Freighters is a cargo airline based in Kigali, Rwanda.


== Banned Status ==
Because of safety reasons, Silverback Cargo Freighters was on the list of air carriers banned in the EU.


== Destinations ==
Silverback Cargo Freighters served the following destinations (at September 2008):


=== Africa ===
Burundi
Bujumbura (Bujumbura International Airport)
Chad
N'Djamena (N'Djamena International Airport)
Democratic Republic of the Congo
Kinshasa (N'djili Airport)
Lubumbashi (Lubumbashi International Airport)
Ethiopia
Addis Ababa (Bole International Airport) Focus City
Ghana
Accra (Kotoka International Airport)
Liberia
Monrovia (Roberts International Airport)
Nigeria
Lagos (Murtala Muhammed International Airport)
Rwanda
Kigali (Kigali International Airport) Hub
South Africa
Johannesburg (OR Tambo International Airport)
Sudan
Khartoum (Khartoum International Airport)
Tanzania
Mwanza (Mwanza Airport)
Togo
Lomé (Lomé-Tokoin Airport)
Uganda
Entebbe (Entebbe International Airport)


=== Asia ===
Afghanistan
Kabul (Kabul International Airport)
India
Mumbai (Chhatrapati Shivaji International Airport)
Saudi Arabia
Jeddah (King Abdulaziz International Airport) Focus City
United Arab Emirates
Dubai (Dubai International Airport) Focus City
Malaysia
Kuala Lumpur (Kuala Lumpur International Airport) Focus City


== Fleet ==
Silverback Cargo Freighters fleet consisted of the following aircraft (as of September 2008):


== Current fleet and destinations ==
The airline has regional routes around Africa and some longer-haul routes to: Dubai, Jeddah, Mumbai and Istanbul.",2002,Industrials,Delivery services,Kigali,Defunct 2009
7853,Rwanda,SORAS Group Limited,"SORAS Group Limited commonly known as SORAS, is an insurance services group. The group offers a wide range of financial products and services in insurance, property  and banking in Rwanda.",1984,Financials,Full line insurance,Kigali,Insurance
7854,Rwanda,Terracom,Terracom is a telecommunications company of Rwanda.  Terracom provides internet service and telephone service.,2006[2],Telecommunications,Mobile telecommunications,Kigali,Mobile network
7855,Rwanda,Unguka Bank,"Unguka Bank Plc (UB), commonly known as Unguka Bank, is a microfinance bank in Rwanda. It is one of the banks licensed by the National Bank of Rwanda, the country's banking regulator.",2005,Financials,Banks,Kigali,Microfinance bank
7856,Rwanda,Urwego Opportunity Bank,"Urwego Bank (Urwego) is a Christian faith-based microfinance bank in Rwanda. It is licensed by the National Bank of Rwanda, the national banking regulator.",2007,Financials,Banks,Kigali,Microfinance bank
7857,Rwanda,Zigama Credit and Savings Bank,"Zigama Credit and Savings Bank (ZCSB), is a microfinance bank in Rwanda. The bank is one of the financial institutions licensed by the National Bank of Rwanda, the national banking regulator.",1997,Financials,Banks,Kigali,Microfinance bank
7858,Panama,Aeroperlas,"Aeroperlas (acronym for Aerolíneas Islas de Las Perlas) was a regional airline based in Panama City, Panama. It was the third largest airline in the country, surpassed only by Air Panama and Copa Airlines.",1970,Consumer services,Airlines,Panama City,"Airline, defunct 2012"
7859,Panama,Air Panamá Internacional,"Air Panamá Internacional, also known as Air Panama International or just Air Panama, was a state owned airline from Panama that served as the flag carrier of the country between 1968 and 1989. From its hub at Tocumen International Airport in Panama City, scheduled passenger flights to a number of destinations in the Americas was offered.",1968,Consumer services,Airlines,Panama City,"Airline, defunct 1990"
7860,Panama,Air Panama,"Air Panama is a regional airline based at Albrook ""Marcos A. Gelabert"" International Airport in Panama, and is currently the second-largest air carrier in the country, surpassed only by Copa Airlines. The carrier offers both scheduled and charter passenger flights to more than 31 destinations from its hub at Albrook International Airport.",1980,Consumer services,Airlines,Panama City,Regional airline
7861,Panama,Air Services Cargo,"Polar Air Cargo Worldwide Inc., a subsidiary of Atlas Air Worldwide Holdings, is an American cargo airline based in Purchase, New York. It operates scheduled all-cargo services to North America, Asia, Europe, and the Middle East.",2002,Industrials,Delivery services,Panama City,"Cargo airline, defunct 2003"
7862,Panama,Alas Chiricanas,"Alas Chiricanas (Spanish: Chiriquí Wings) was a commuter airline based in Panama, which was operational from 1980 to 1995.


== Fleet ==
Their fleet contained Embraer EMB 110 Bandeirantes, although they also operated the Dash 7 in fierce competition with Aeroperlas, a Panamanian regional airline.",1980,Consumer services,Airlines,Panama City,"Commuter airline, defunct 1995"
7863,Panama,Balboa Bank and Trust,"Balboa Bank & Trust is a financial institution based in the Banking Center of the Republic of Panama. It is a subsidiary of Strategic Investors Group, Inc., a company registered under the laws of the Republic of Panama.",2003,Financials,Banking,Panama City,Banks
7864,Panama,Banco Latinoamericano de Comercio Exterior,"Banco Latinoamericano de Comercio Exterior, S.A. (English: Foreign Trade Bank of Latin America, known as Bladex, its commercial trademark) is a multinational bank. Founded in 1977 as Banco Latinoamericano de Exportaciones, S.A. and renamed in June 2009, the company is headquartered in Panama City and finances Latin America and the Caribbean foreign trade.",1979,Financials,Banking,Panama City,Banks
7865,Panama,Copa Airlines,"Compañía Panameña de Aviación, S.A., (NYSE: CPA) (commonly referred to as Copa and branded simply as ""Copa Airlines"") is the flag carrier of Panama. It is headquartered in Panama City, Panama, with its main hub at Tocumen International Airport.",1944,Consumer services,Airlines,Panama City,"Airline, part of Copa Holdings"
7866,Panama,Copa Holdings,"Copa Holdings, S.A. (NYSE: CPA) is a publicly traded foreign private issuer listed on the New York Stock Exchange and parent company of Panamanian carrier Copa Airlines and its subsidiary, Colombian carrier Copa Airlines Colombia. It is headquartered in Panama City, Panama and its current CEO is Pedro Heilbron.",1944,Consumer services,Airlines,Panama City,Holding company for Copa Airlines
7867,Panama,DHL Aero Expreso,"DHL Aero Expreso S.A. is a cargo airline based in Panama City, Panama. It is wholly owned by Deutsche Post World Net and operates the group's DHL-branded parcel and express services in Central and South America.",1996,Industrials,Delivery services,Panama City,"Cargo airline, part of DHL Express (Germany)"
7868,Panama,Grupo Banistmo,"Grupo Banistmo was a Panamanian financial services company, and the largest in Central America. It was founded in 1984.",1984,Financials,Banks,Panama City,Merged in 2007 with HSBC Bank (Panama)
7869,Panama,Hotfile,"Hotfile was a one-click file hosting website founded by Hotfile Corp in 2006 in Panama City, Panama. On December 4, 2013,  Hotfile ceased all operations, the same day as signing a $4 million settlement with the Motion Picture Association of America (MPAA); the settlement had previously been misreported as $80 million.",2006,Technology,Internet,Panama City,"File hosting, defunct 2013"
7870,Panama,HSBC Bank (Panama),HSBC Bank may refer to any one of the following principal local banks for HSBC Group:,1972,Financials,Banks,Panama City,Part of HSBC (UK)
7871,Panama,Mossack Fonseca,Mossack Fonseca & Co. (Spanish pronunciation: [moˈsak fonˈseka]) was a Panamanian law firm and corporate service provider.,1977,Industrials,Business support services,Panama City,Law firm
7872,Panama,National Bank of Panama,"The National Bank of Panama (Spanish: Banco Nacional de Panamá) (BNP) is one of two Panamanian government-owned banks. As of January 2009, it held deposits of about US$5 billion.",1904[2],Financials,Banks,Panama City,State bank
7873,Panama,NordVPN,"NordVPN is a virtual private network (VPN) service provider. It has desktop applications for Windows, macOS, and Linux, mobile apps for Android and iOS, as well as an application for Android TV. Manual setup is available for wireless routers, NAS devices and other platforms.NordVPN is based in Panama, as the country has no mandatory data retention laws and does not participate in the Five Eyes or Fourteen Eyes alliances.",2012,Technology,Internet/Online,Panama City,VPN
7874,Panama,Panavia,"The Panavia Tornado is a family of twin-engine, variable-sweep wing multirole combat aircraft, jointly developed and manufactured by Italy, the United Kingdom and West Germany. There are three primary Tornado variants: the Tornado IDS (interdictor/strike) fighter-bomber, the suppression of enemy air defences Tornado ECR (electronic combat/reconnaissance) and the Tornado ADV (air defence variant) interceptor aircraft.",1994,Industrials,Delivery services,Panama City,"Cargo airline, defunct 2006"
7875,Panama,Primer Banco del Istmo,"Banistmo is the largest bank in Panama and Central America. It was founded in 1984 as Primer Banco del Istmo before it became part of the HSBC Group following its former parent company, Grupo Banistmo's acquisition by HSBC in November 2006.",1984,Financials,Banks,Panama City,Defunct 2009
7876,Belize,Amandala,"Amandala is a Belizean tabloid newspaper; published twice weekly, it is considered the ""most widely circulated newspaper in Belize"". It was established on 13 August 1969 as the print organ of the now-defunct United Black Association for Development (UBAD), but has been politically independent since the mid-1970s.",1969,Consumer services,Publishing,Belize City,Newspaper
